ON_STREET,Dir,X_STREET,TYPE,Date,Day,NB,SB,EB,WB,TOT_24,FID
ROSEVILLE RD,W,WATT AVE,24,2016-10-18T00:00:00.000Z,W,,,8937,9769,18706,1648
MADISON AVE,W,HILLSDALE BLVD,24,2016-10-18T00:00:00.000Z,T,,,14022,13753,27775,1649
GANNON DR,N,HURLEY WAY,24,2016-10-19T00:00:00.000Z,W,,,,,790,1650
SUNRISE BLVD,N,FAIR OAKS BLVD,24,2016-10-25T00:00:00.000Z,T,30244,24719,,,54963,1651
SOUTHCLIFF DR,W,MINNESOTA AVE,24,2016-10-25T00:00:00.000Z,T,,,,,425,1652
SUNRISE BLVD,N,WINDING WAY,24,2016-10-25T00:00:00.000Z,T,27217,24619,,,51836,1653
HOWE AVE,N,EDISON AVE,24,2017-04-20T00:00:00.000Z,Th,3463,1118,,,4581,1654
MINNESOTA AVE,N,SOUTHCLIFF DR,24,2016-10-25T00:00:00.000Z,T,,,,,263,1655
MINNESOTA AVE,N,SOUTHCLIFF DR,24,2016-10-26T00:00:00.000Z,W,,,,,368,1656
SOUTHCLIFF DR,W,MINNESOTA AVE,24,2016-10-26T00:00:00.000Z,W,,,,,535,1657
EL CAMINO AVE,W,FAIR OAKS BLVD,24,2017-05-24T00:00:00.000Z,W,,,4566,4358,8924,1658
SUNRISE BLVD,N,FAIR OAKS BLVD,24,2016-10-26T00:00:00.000Z,W,30917,25550,,,56467,1659
SUNRISE BLVD,N,SUNSET AVE,24,2016-10-26T00:00:00.000Z,W,25769,23339,,,49108,1660
SUNRISE BLVD,N,WINDING WAY,24,2016-10-26T00:00:00.000Z,W,28146,25495,,,53641,1661
PRINGLE AVE,E,CHRISTENSEN RD,24,2017-05-24T00:00:00.000Z,W,,,162,138,300,1662
CARMELO DR,S,SHELFIELD DR,24,2016-11-02T00:00:00.000Z,W,452,560,,,1012,1663
ELKHORN BLVD,W,EAST LEVEE RD,24,2017-07-26T00:00:00.000Z,W,,,8883,8484,17367,1664
ROBERTSON AVE,E,GARFIELD AVE,24,2017-05-24T00:00:00.000Z,W,,,942,1229,2171,1665
A PKWY,E,FRANKLIN BLVD,24,2016-11-03T00:00:00.000Z,Th,,,2473,1681,4154,1666
ARNO RD,E,STATE ROUTE 99,24,2017-07-26T00:00:00.000Z,W,,,1002,948,1950,1667
FAIR OAKS BLVD,N,EL CAMINO AVE,24,2017-05-24T00:00:00.000Z,W,13385,13230,,,26615,1668
POWER INN RD,N,CALVINE RD,24,2016-11-03T00:00:00.000Z,Th,15947,17379,,,33326,1669
DON JULIO BLVD,N,ANTELOPE RD,24,2017-03-08T00:00:00.000Z,W,10549,9851,,,20400,1670
WATT AVE,N,ANTELOPE RD,24,2017-04-20T00:00:00.000Z,Th,13369,13858,,,27227,1671
ROSEVILLE RD,S,PALM AVE,24,2017-03-08T00:00:00.000Z,W,8956,9057,,,18013,1672
GERBER RD,W,EXCELSIOR RD,24,2016-11-03T00:00:00.000Z,Th,,,1421,1356,2777,1673
ELVERTA RD,E,SORENTO RD,24,2017-07-26T00:00:00.000Z,W,,,3785,3294,7079,1674
MARCONI AVE,E,HOWE AVE,24,2017-04-20T00:00:00.000Z,Th,,,9116,9310,18426,1675
DIABLO DR,S,ELKHORN BLVD,24,2017-03-09T00:00:00.000Z,Th,3372,2672,,,6044,1676
PRINGLE AVE,E,CHRISTENSEN RD,24,2017-05-27T00:00:00.000Z,SA,,,121,116,237,1677
HAZEL AVE,N,AMERICAN RIVER BRIDGE,24,2017-06-18T00:00:00.000Z,SU,16317,15836,,,32153,1678
BUFFWOOD WAY,E,WALNUT AVE,24,2016-11-08T00:00:00.000Z,T,,,,,433,1679
ANTELOPE RD,E,DON JULIO BLVD,24,2017-03-09T00:00:00.000Z,Th,,,18142,18540,36682,1680
HAZEL AVE,N,AMERICAN RIVER BRIDGE,24,2017-06-19T00:00:00.000Z,M,22739,23401,,,46140,1681
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2017-04-21T00:00:00.000Z,F,48652,53927,,,102579,1682
MADISON AVE,E,AUBURN BLVD,24,2016-11-08T00:00:00.000Z,T,,,24639,24514,49153,1683
MCKENZIE RD,S,ARNO RD,24,2017-07-26T00:00:00.000Z,W,623,675,,,1298,1684
PREDIAL WAY,S,MONUMENT DR,24,2017-05-31T00:00:00.000Z,W,,,,,640,1685
FREEDOM PARK DR,W,WATT AVE,24,2017-03-09T00:00:00.000Z,Th,,,2321,2335,4656,1686
HAZEL AVE,N,AMERICAN RIVER BRIDGE,24,2017-06-20T00:00:00.000Z,T,23036,24336,,,47372,1687
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2017-04-22T00:00:00.000Z,SA,34391,43492,,,77883,1688
MADISON AVE,E,DATE AVE,24,2016-11-08T00:00:00.000Z,T,,,28669,28832,57501,1689
9TH ST,S,ELVERTA RD,24,2017-07-26T00:00:00.000Z,W,,,,,650,1690
WALNUT AVE,N,MARCONI AVE,24,2017-06-01T00:00:00.000Z,Th,10510,11027,,,21537,1691
KIEFER BLVD,W,MAYHEW RD,24,2017-03-09T00:00:00.000Z,Th,,,6959,6959,13918,1692
BRADSHAW RD,S,LINCOLN VILLAGE DR,24,2017-06-21T00:00:00.000Z,W,23664,22487,,,46151,1693
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2017-04-23T00:00:00.000Z,SU,29000,37462,,,66462,1694
FIRSTONE DR,E,ARMAND GEORGE WAY,24,2016-11-08T00:00:00.000Z,T,,,,,1527,1695
DILLARD RD,E,STATE ROUTE 99,24,2017-07-26T00:00:00.000Z,W,,,2747,2699,5446,1696
GILA WAY,N,LYNWOOD WAY,24,2017-06-01T00:00:00.000Z,W,,,,,428,1697
ROSEMONT DR,N,KIEFER BLVD,24,2017-03-09T00:00:00.000Z,Th,696,620,,,1316,1698
HAZEL AVE,N,AMERICAN RIVER BRIDGE,24,2017-06-21T00:00:00.000Z,W,23080,24267,,,47347,1699
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2017-04-24T00:00:00.000Z,M,45538,50098,,,95636,1700
HOLBROOK WAY,S,WASHBURN WAY,24,2017-04-25T00:00:00.000Z,T,,,,,1501,1701
EL CAMINO AVE,E,HOWE AVE,24,2017-04-25T00:00:00.000Z,T,,,14824,12882,27706,1702
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2017-04-25T00:00:00.000Z,T,48470,52265,,,100735,1703
HACKBERRY LN,N,CYPRESS AVE,24,2017-04-26T00:00:00.000Z,W,896,652,,,1548,1704
ORANGE GROVE AVE,W,RIVER COLLEGE DR,24,2017-04-26T00:00:00.000Z,W,,,5141,4541,9682,1705
MYRTLE AVE,W,HEMLOCK ST,24,2017-04-26T00:00:00.000Z,W,,,3289,3016,6305,1706
CYPRESS AVE,W,MANZANITA AVE,24,2017-04-26T00:00:00.000Z,W,,,9237,8570,17807,1707
LOCUST AVE,E,WALNUT AVE,24,2017-04-26T00:00:00.000Z,W,,,508,654,1162,1708
SUTTER AVE,W,CALIFORNIA AVE,24,2017-04-26T00:00:00.000Z,W,,,1452,1641,3093,1709
WALNUT AVE,S,CYPRESS AVE,24,2017-04-26T00:00:00.000Z,W,11955,11423,,,23378,1710
AUBURN BLVD,N,STATE ROUTE 244,24,2017-04-26T00:00:00.000Z,W,16275,17989,,,34264,1711
BRADSHAW RD,S,KIEFER BLVD,24,2017-04-27T00:00:00.000Z,Th,17571,17510,,,35081,1712
BRADSHAW RD,S,KIEFER BLVD,24,2017-04-28T00:00:00.000Z,F,17279,17330,,,34609,1713
BRADSHAW RD,S,KIEFER BLVD,24,2017-05-01T00:00:00.000Z,M,16232,16268,,,32500,1714
BRADSHAW RD,S,KIEFER BLVD,24,2017-05-02T00:00:00.000Z,T,17319,17265,,,34584,1715
PALM AVE,E,COLLEGE OAK DR,24,2017-05-02T00:00:00.000Z,T,,,2376,2293,4669,1716
BRADSHAW RD,S,KIEFER BLVD,24,2017-05-03T00:00:00.000Z,W,17347,17442,,,34789,1717
LINCOLN AVE,E,MANZANITA AVE,24,2017-05-03T00:00:00.000Z,W,,,2559,2793,5352,1718
PRAIRIE FIELD DR,S,WILDHAWK DR,24,2017-05-03T00:00:00.000Z,W,,,,,163,1719
WOODHAVEN AVE,E,CRESTVIEW DR,24,2017-05-03T00:00:00.000Z,W,,,,,211,1720
DOMINION WAY,S,CAPE CORAL CT,24,2017-05-04T00:00:00.000Z,Th,,,,,974,1721
FOLSOM BLVD,E,AEROJET RD,24,2017-05-04T00:00:00.000Z,Th,,,7239,6978,14217,1722
ELKHORN BLVD,E,DRY CREEK RD,24,2017-05-17T00:00:00.000Z,W,,,11219,11213,22432,1723
GARFIELD AVE,N,AUBURN BLVD,24,2017-05-17T00:00:00.000Z,W,12721,14102,,,26823,1724
FAIR OAKS BLVD,W,SUNRISE BLVD,24,2017-05-18T00:00:00.000Z,Th,,,20449,15702,36151,1725
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-18T00:00:00.000Z,Th,43076,43101,,,86177,1726
COLOMA RD,E,SUNRISE BLVD,24,2017-05-18T00:00:00.000Z,Th,,,8128,8885,17013,1727
BANNISTER RD,S,WINDING WAY,24,2017-05-18T00:00:00.000Z,Th,406,464,,,870,1728
SUTTER AVE,W,HOLLISTER AVE,24,2017-05-18T00:00:00.000Z,Th,,,542,384,926,1729
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-19T00:00:00.000Z,F,44339,44471,,,88810,1730
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-20T00:00:00.000Z,SA,33982,35191,,,69173,1731
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-21T00:00:00.000Z,SU,28561,28414,,,56975,1732
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-22T00:00:00.000Z,M,41291,41141,,,82432,1733
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-23T00:00:00.000Z,T,42274,42842,,,85116,1734
KENNETH AVE,E,GARFIELD AVE,24,2017-05-23T00:00:00.000Z,T,,,,,1296,1735
FAIR OAKS BLVD,S,GARFIELD AVE,24,2017-05-23T00:00:00.000Z,T,12758,12408,,,25166,1736
ROBERTSON AVE,E,GARFIELD AVE,24,2017-05-23T00:00:00.000Z,T,,,886,1209,2095,1737
GARFIELD AVE,N,FAIR OAKS BLVD,24,2017-05-24T00:00:00.000Z,W,2352,1935,,,4287,1738
ARDEN WAY,E,FAIR OAKS BLVD,24,2017-05-24T00:00:00.000Z,W,,,3411,4932,8343,1739
FAIR OAKS BLVD,W,CALIFORNIA AVE,24,2017-05-24T00:00:00.000Z,W,,,14836,14623,29459,1740
CALIFORNIA AVE,N,PALM DR,24,2017-05-24T00:00:00.000Z,W,2968,3499,,,6467,1741
SUNRISE BLVD,S,AMERICAN RIVER BRIDGE,24,2017-05-24T00:00:00.000Z,W,43238,43265,,,86503,1742
STANLEY AVE,E,CALIFORNIA AVE,24,2017-05-24T00:00:00.000Z,W,,,913,1068,1981,1743
IVIE RD,S,BORDEN RD,24,2017-01-26T00:00:00.000Z,Th,,,,,329,1744
MADISON AVE,E,GARFIELD AVE,24,2016-11-08T00:00:00.000Z,T,,,27539,27753,55292,1745
DON JULIO BLVD,N,ELKHORN BLVD,24,2017-03-09T00:00:00.000Z,Th,11889,11842,,,23731,1746
ELVERTA RD,E,WATT AVE,24,2017-06-06T00:00:00.000Z,T,,,8229,8614,16843,1747
MADISON AVE,E,GARFIELD AVE,24,2016-11-09T00:00:00.000Z,W,,,27479,27541,55020,1748
VALENSIN RD,E,ARNO RD,24,2017-07-26T00:00:00.000Z,W,,,830,721,1551,1749
FREEMAN RD,W,COSUMNES RD,24,2017-01-26T00:00:00.000Z,Th,,,,,262,1750
WATT AVE,S,ARDEN WAY,24,2017-06-26T00:00:00.000Z,T,26911,26150,,,53061,1751
DON JULIO BLVD,N,ANTELOPE RD,24,2017-03-09T00:00:00.000Z,Th,10443,9789,,,20232,1752
WINDING WAY,E,CENTRAL AVE,24,2017-06-06T00:00:00.000Z,T,,,1908,1780,3688,1753
MADISON AVE,E,AUBURN BLVD,24,2016-11-09T00:00:00.000Z,W,,,24887,24440,49327,1754
MORSE AVE,S,ALTA ARDEN EXPWY,24,2017-07-27T00:00:00.000Z,Th,3208,3080,,,6288,1755
ARDEN WAY,E,MORSE AVE,24,2017-07-27T00:00:00.000Z,Th,,,13263,13820,27083,1756
HOWE AVE,N,ALTA ARDEN EXPWY,24,2017-07-27T00:00:00.000Z,Th,12931,11043,,,23974,1757
MORSE AVE,N,FAIR OAKS BLVD,24,2017-07-27T00:00:00.000Z,Th,1329,1616,,,2945,1758
WATT AVE,S,ORANGE GROVE AVE,24,2017-07-31T00:00:00.000Z,M,24230,24742,,,48972,1759
EL CAMINO AVE,E,FULTON AVE,24,2017-08-01T00:00:00.000Z,T,,,11315,11891,23206,1760
SOUTH WATT AVE,S,FOLSOM BLVD,24,2017-08-01T00:00:00.000Z,T,24952,25535,,,50487,1761
AUBURN BLVD,E,WATT AVE,24,2017-08-01T00:00:00.000Z,T,,,8470,9211,17681,1762
WATT AVE,S,AUBURN BLVD,24,2017-08-01T00:00:00.000Z,T,27250,27183,,,54433,1763
EL CAMINO AVE,W,WATT AVE,24,2017-08-01T00:00:00.000Z,T,,,10627,10564,21191,1764
GREENBACK LN,E,FAIR OAKS BLVD,24,2017-08-01T00:00:00.000Z,T,,,17339,16905,34244,1765
LA RIVIERA DR,E,WATT AVE,24,2017-08-01T00:00:00.000Z,T,,,7206,8804,16010,1766
RIO LINDA BLVD,S,MARYSVILLE BLVD,24,2017-08-01T00:00:00.000Z,T,7277,7368,,,14645,1767
HOWE AVE,N,FAIR OAKS BLVD,24,2017-08-01T00:00:00.000Z,T,24554,22997,,,47551,1768
POWER INN RD,S,ELSIE AVE,24,2017-08-02T00:00:00.000Z,W,9472,9419,,,18891,1769
SUNRISE BLVD,N,SUNSET AVE,24,2017-08-02T00:00:00.000Z,W,26431,24106,,,50537,1770
FRENCH RD,S,FLORIN RD,24,2017-08-02T00:00:00.000Z,W,8771,9274,,,18045,1771
BRADSHAW RD,S,FOLSOM BLVD,24,2017-08-02T00:00:00.000Z,W,10890,11211,,,22101,1772
MEADOWBROOK RD,S,EL CAMINO AVE,24,2017-08-02T00:00:00.000Z,W,,,,,668,1773
POWER INN RD,N,GERBER RD,24,2017-08-02T00:00:00.000Z,W,12774,13543,,,26317,1774
WATT AVE,N,FOLSOM BLVD,24,2017-08-02T00:00:00.000Z,W,34474,36116,,,70590,1775
FLORIN PERKINS RD,N,FLORIN RD,24,2017-08-03T00:00:00.000Z,Th,8882,9790,,,18672,1776
SOUTH WATT AVE,N,FRUITRIDGE RD,24,2017-08-15T00:00:00.000Z,T,14442,14779,,,29221,1777
GERBER RD,E,STOCKTON BLVD,24,2017-08-15T00:00:00.000Z,T,,,10098,11767,21865,1778
47TH AVE,E,STATE ROUTE 99,24,2017-08-15T00:00:00.000Z,T,,,19268,20083,39351,1779
FLORIN RD,W,STOCKTON BLVD,24,2017-08-15T00:00:00.000Z,T,,,17497,18030,35527,1780
FLORIN RD,E,STATE ROUTE 99,24,2017-08-15T00:00:00.000Z,T,,,35397,36485,71882,1781
POWER INN RD,S,STEVENSON AVE,24,2017-08-15T00:00:00.000Z,T,10193,10267,,,20460,1782
KINGBIRD WAY,S,GANNET WAY,24,2017-08-16T00:00:00.000Z,W,,,,,459,1783
KINGBIRD WAY,E,KEEMA AVE,24,2017-08-16T00:00:00.000Z,W,,,,,859,1784
TYLER ST,S,PALM AVE,24,2017-08-16T00:00:00.000Z,W,,,,,789,1785
2ND ST,S,ELKHORN BLVD,24,2017-08-16T00:00:00.000Z,W,,,,,988,1786
EAST PKWY,S,FOREST PKWY,24,2017-08-16T00:00:00.000Z,W,2260,1275,,,3535,1787
AIRPORT BLVD,N,I-5,24,2017-08-16T00:00:00.000Z,W,20898,21434,,,42332,1788
SOUTH WATT AVE,N,FRUITRIDGE RD,24,2017-08-16T00:00:00.000Z,W,14535,14862,,,29397,1789
EAST LEVEE RD,N,ELKHORN BLVD,24,2017-08-18T00:00:00.000Z,F,880,901,,,1781,1790
EAST LEVEE RD,N,ELKHORN BLVD,24,2017-08-19T00:00:00.000Z,SA,600,646,,,1246,1791
EAST LEVEE RD,N,ELKHORN BLVD,24,2017-08-20T00:00:00.000Z,SU,432,532,,,964,1792
EAST LEVEE RD,N,ELKHORN BLVD,24,2017-08-21T00:00:00.000Z,M,740,813,,,1553,1793
EAST LEVEE RD,N,ELKHORN BLVD,24,2017-08-22T00:00:00.000Z,T,793,893,,,1686,1794
FRUITRIDGE RD,W,MARTIN LUTHER KING BLVD,24,2017-08-22T00:00:00.000Z,T,,,15300,17034,32334,1795
CALVINE RD,W,BRADSHAW RD,24,2017-08-22T00:00:00.000Z,T,,,9287,11087,20374,1796
LILIBET AVE,E,TALLYHO DR,24,2017-08-22T00:00:00.000Z,T,,,,,732,1797
WATT AVE,N,ARDEN WAY,24,2017-06-26T00:00:00.000Z,M,24860,25187,,,50047,1798
MADISON AVE,E,DATE AVE,24,2016-11-09T00:00:00.000Z,W,,,28903,28818,57721,1799
HOOD FRANKLIN RD,W,FRANKLIN BLVD,24,2017-03-14T00:00:00.000Z,T,,,4411,2810,7221,1800
SUNNYBROOK LN,W,HAZEL AVE,24,2017-06-27T00:00:00.000Z,T,,,,,174,1801
MANZANITA AVE,S,CYPRESS AVE,24,2016-11-15T00:00:00.000Z,T,14797,17644,,,32441,1802
MARCONI AVE,E,EASTERN AVE,24,2017-03-15T00:00:00.000Z,W,,,10690,11487,22177,1803
HOWE AVE,N,ARDEN WAY,24,2017-06-27T00:00:00.000Z,T,14390,15126,,,29516,1804
FAIR OAKS BLVD,W,UNIVERSITY AVE,24,2016-11-15T00:00:00.000Z,T,,,15403,15007,30410,1805
WATT AVE,N,LONGVIEW DR,24,2017-06-06T00:00:00.000Z,T,24172,33630,,,57802,1806
EL CAMINO AVE,E,EASTERN AVE,24,2017-03-15T00:00:00.000Z,W,,,8998,8494,17492,1807
MADISON AVE,W,HAZEL AVE,24,2017-06-27T00:00:00.000Z,T,,,17578,16532,34110,1808
A PKWY,E,EAST PKWY,24,2016-11-16T00:00:00.000Z,W,,,1152,703,1855,1809
WATT AVE,N,A ST,24,2017-06-06T00:00:00.000Z,T,19133,19905,,,39038,1810
WINDING WAY,W,WALNUT AVE,24,2017-03-15T00:00:00.000Z,W,,,8719,9289,18008,1811
WINDING WAY,E,AUBURN BLVD,24,2017-03-15T00:00:00.000Z,W,,,10736,11353,22089,1812
COLLEGE OAK DR,N,WINDING WAY,24,2017-03-15T00:00:00.000Z,W,7460,7361,,,14821,1813
WHITNEY AVE,W,EASTERN AVE,24,2017-03-15T00:00:00.000Z,W,,,4562,4611,9173,1814
HOLWORTHY WAY,N,TIPPWOOD WAY,24,2017-03-28T00:00:00.000Z,T,,,,,770,1815
WINDING OAK DR,S,LONG CANYON DR N/EXT,24,2017-03-28T00:00:00.000Z,T,1235,1038,,,2273,1816
EASTERN AVE,N,MARCONI AVE,24,2017-03-29T00:00:00.000Z,W,8488,8116,,,16604,1817
PASADENA AVE,E,NORRIS AVE,24,2017-03-29T00:00:00.000Z,W,,,910,938,1848,1818
PASADENA AVE,W,NORRIS AVE,24,2017-03-29T00:00:00.000Z,W,,,717,530,1247,1819
EASTERN AVE,N,FAIR OAKS BLVD,24,2017-03-29T00:00:00.000Z,W,8951,8961,,,17912,1820
SAVERIEN DR,S,FAIR OAKS BLVD,24,2017-03-29T00:00:00.000Z,W,2106,2198,,,4304,1821
NORRIS AVE,N,MARCONI AVE,24,2017-03-29T00:00:00.000Z,W,1416,1333,,,2749,1822
WINDING WAY,E,AUBURN BLVD,24,2017-03-29T00:00:00.000Z,W,,,10851,11487,22338,1823
MISSION AVE,S,ARDEN WAY,24,2017-03-29T00:00:00.000Z,W,951,718,,,1669,1824
MISSION AVE,N,FAIR OAKS BLVD,24,2017-03-29T00:00:00.000Z,W,938,788,,,1726,1825
LA RIVIERA DR,N,FOLSOM BLVD,24,2017-04-04T00:00:00.000Z,T,5806,4558,,,10364,1826
WALNUT AVE,W,FAIR OAKS BLVD,24,2017-04-04T00:00:00.000Z,T,,,6454,5790,12244,1827
47TH AVE,E,MARTIN LUTHER KING BLVD,24,2017-04-04T00:00:00.000Z,T,,,20729,20428,41157,1828
LA RIVIERA DR,E,SALMON FALLS DR,24,2017-04-04T00:00:00.000Z,T,,,6385,8158,14543,1829
KONA WAY,W,NIMBUS WAY,24,2017-04-05T00:00:00.000Z,W,,,,,196,1830
CHERRY AVE,E,HAZEL AVE,24,2017-04-05T00:00:00.000Z,W,,,742,799,1541,1831
HAZEL AVE,S,GREENBACK LN,24,2017-04-05T00:00:00.000Z,W,17850,18266,,,36116,1832
REVELSTOK DR,W,WALERGA RD,24,2017-04-05T00:00:00.000Z,W,,,,,742,1833
HAZEL AVE,N,GREENBACK LN,24,2017-04-05T00:00:00.000Z,W,18081,18580,,,36661,1834
47TH AVE,E,MARTIN LUTHER KING BLVD,24,2017-04-05T00:00:00.000Z,W,,,20835,20553,41388,1835
OAK AVE,W,HAZEL AVE,24,2017-04-06T00:00:00.000Z,Th,,,4958,3994,8952,1836
SCOTT RD,S,WHITE ROCK RD,24,2017-04-06T00:00:00.000Z,Th,1315,1357,,,2672,1837
WHITE ROCK RD,W,SCOTT RD W/EXT,24,2017-04-06T00:00:00.000Z,Th,,,5900,4821,10721,1838
HAZEL AVE,N,OAK AVE,24,2017-04-06T00:00:00.000Z,Th,17603,18597,,,36200,1839
FAIR OAKS BLVD,E,EASTERN AVE,24,2017-04-11T00:00:00.000Z,T,,,14590,15379,29969,1840
FAIR OAKS BLVD,E,WATT AVE,24,2017-04-11T00:00:00.000Z,T,,,17756,20213,37969,1841
SHIRLEY AVE,E,FAIR OAKS BLVD,24,2017-04-19T00:00:00.000Z,W,,,,,335,1842
WEST U ST,W,ELWYN AVE,24,2017-04-19T00:00:00.000Z,W,,,299,331,630,1843
AMERICAN RIVER DR,E,WILHAGGIN DR,24,2017-04-19T00:00:00.000Z,W,,,5069,3641,8710,1844
ZEPHYR WAY,E,NORRIS AVE,24,2017-04-20T00:00:00.000Z,Th,,,,,508,1845
HERZOG RD,S,LAMBERT RD,24,2017-04-20T00:00:00.000Z,Th,167,204,,,371,1846
AKSARBEN DR,E,HAZEL AVE,24,2017-04-20T00:00:00.000Z,Th,,,,,357,1847
WATT AVE,S,DON JULIO BLVD,24,2017-06-06T00:00:00.000Z,T,17365,17962,,,35327,1848
WATT AVE,N,FAIR OAKS BLVD,24,2017-06-27T00:00:00.000Z,T,27474,25793,,,53267,1849
FAIR OAKS BLVD,N,SACRAMENTO ST,24,2017-06-06T00:00:00.000Z,T,4328,5003,,,9331,1850
MADISON AVE,W,HAZEL AVE,24,2017-06-28T00:00:00.000Z,W,,,17600,16758,34358,1851
EAST PKWY,S,A PKWY,24,2016-11-16T00:00:00.000Z,W,2447,2403,,,4850,1852
SAN JUAN AVE,S,WINDING WAY,24,2017-06-07T00:00:00.000Z,W,8348,12312,,,20660,1853
MANZANITA AVE,S,MADISON AVE,24,2017-06-28T00:00:00.000Z,W,13121,12791,,,25912,1854
CENTER PKWY,S,A PKWY,24,2016-11-16T00:00:00.000Z,W,2632,2495,,,5127,1855
ELVERTA RD,E,WATT AVE,24,2017-06-07T00:00:00.000Z,W,,,8165,8538,16703,1856
AUBURN BLVD,S,MADISON AVE,24,2017-06-28T00:00:00.000Z,W,10501,10924,,,21425,1857
CIRCLE PKWY,E,EAST PKWY,24,2016-11-16T00:00:00.000Z,W,,,116,1036,1152,1858
GARFIELD AVE,N,MARCONI AVE,24,2017-06-07T00:00:00.000Z,W,3645,4000,,,7645,1859
SUNNYBROOK LN,W,HAZEL AVE,24,2017-06-28T00:00:00.000Z,W,,,,,189,1860
A PKWY,W,EAST PKWY,24,2016-11-16T00:00:00.000Z,W,,,3421,2243,5664,1861
WINDING WAY,E,CENTRAL AVE,24,2017-06-07T00:00:00.000Z,W,,,1937,1765,3702,1862
FALCON VIEW DR,S,NORTH LOOP BLVD,24,2017-06-28T00:00:00.000Z,W,933,912,,,1845,1863
WATT AVE,N,ROSEVILLE RD,24,2016-11-17T00:00:00.000Z,Th,22005,22890,,,44895,1864
WATT AVE,N,A ST,24,2017-06-07T00:00:00.000Z,W,18821,19058,,,37879,1865
RAINBOW AVE,E,HOWE AVE,24,2017-06-28T00:00:00.000Z,W,,,,,273,1866
EAST PKWY,S,FLORIN RD,24,2016-11-29T00:00:00.000Z,T,6629,5620,,,12249,1867
A PKWY,E,FRANKLIN BLVD,24,2016-11-29T00:00:00.000Z,T,,,2328,1638,3966,1868
A PKWY,E,CENTER PKWY,24,2016-11-29T00:00:00.000Z,T,,,3188,2262,5450,1869
NORTHCREST CIR,W,CRESTVIEW DR,24,2016-11-30T00:00:00.000Z,W,,,,,417,1870
BALLINGER DR,W,BRADSHAW RD,24,2016-11-30T00:00:00.000Z,W,,,,,789,1871
EAST PKWY,S,FLORIN RD,24,2016-11-30T00:00:00.000Z,W,6690,5653,,,12343,1872
EAST PKWY,S,FLORIN RD,24,2016-11-30T00:00:00.000Z,W,6661,5652,,,12313,1873
A PKWY,E,FRANKLIN BLVD,24,2016-11-30T00:00:00.000Z,W,,,2285,1498,3783,1874
A PKWY,E,CENTER PKWY,24,2016-11-30T00:00:00.000Z,W,,,3058,2236,5294,1875
A PKWY,E,CENTER PKWY,24,2016-11-30T00:00:00.000Z,W,,,3008,2269,5277,1876
MOHAWK WAY,E,ILLINOIS AVE,24,2016-12-01T00:00:00.000Z,Th,,,,,241,1877
BERRENDO DR,E,EASTERN AVE,24,2016-12-01T00:00:00.000Z,Th,,,,,570,1878
GOLDEN ASPEN DR,W,MCDERMOTT DR,24,2016-12-01T00:00:00.000Z,Th,,,,,863,1879
SALMON FALLS DR,S,LA RIVIERA DR,24,2016-12-06T00:00:00.000Z,T,2964,2074,,,5038,1880
SENATE AVE,E,PRESIDENT AVE,24,2016-12-06T00:00:00.000Z,T,,,,,809,1881
SALMON FALLS DR,S,LA RIVIERA DR,24,2016-12-07T00:00:00.000Z,W,3033,1840,,,4873,1882
SENATE AVE,E,PRESIDENT AVE,24,2016-12-07T00:00:00.000Z,W,,,,,746,1883
EAST PKWY,N,A PKWY,24,2016-12-07T00:00:00.000Z,W,6596,6073,,,12669,1884
STENCAR DR,S,WINDING WAY,24,2016-12-13T00:00:00.000Z,T,,,,,475,1885
STENCAR DR,S,WINDING WAY,24,2016-12-14T00:00:00.000Z,W,,,,,495,1886
PEARL WOOD WAY,N,SINGING TREE WAY,24,2017-01-12T00:00:00.000Z,Th,,,,,1033,1887
ZINFANDEL DR,N,DOUGLAS RD,24,2017-01-24T00:00:00.000Z,T,5367,6048,,,11415,1888
FULTON AVE,S,NORTHROP AVE,24,2017-01-25T00:00:00.000Z,W,13425,15417,,,28842,1889
FALCON VIEW DR,S,JILCARA CT,24,2017-06-28T00:00:00.000Z,W,375,325,,,700,1890
DEWEY DR,N,WINDING WAY,24,2017-06-07T00:00:00.000Z,W,4499,5722,,,10221,1891
HOWE AVE,N,ARDEN WAY,24,2017-06-28T00:00:00.000Z,W,14767,15015,,,29782,1892
DRY CREEK RD,S,U ST,24,2017-01-31T00:00:00.000Z,T,483,411,,,894,1893
WATT AVE,N,FAIR OAKS BLVD,24,2017-06-28T00:00:00.000Z,W,28100,26590,,,54690,1894
ELVERTA RD,W,ELECTRIC AVE,24,2017-01-31T00:00:00.000Z,T,,,3989,3610,7599,1895
FAIR OAKS BLVD,N,ORANGE AVE,24,2017-06-07T00:00:00.000Z,W,3970,4329,,,8299,1896
